"looks to swing it away from middle stump, but it's full and down leg side"
"good length on middle, the batsman is quick to adjust to the length, and shuffles towards the leg side, but playing the late cut to the ball that stayed slightly low"
"<b>Gets a piece of that one!</b> Full on off stump and Haris was quick to pounce onto that one. Charges down the wicket, and slogs that over long on's head."
"<b>good comeback from the spinner.</b> Full just outside off, and spins away from Haris' slashing blade"
"full on off stump, prods forward and defends towards short cover"
"full on off stump, carefully defended off the front foot"
"back of a length just outside off, straightens slightly and <b>Hasan Ali punches that down the ground!</b> Slightly awkward feet movement, as he moves to the leg side, but enough to free his arms. Sends that down the ground, past Sandakan"
"full outside off, spins into Hasan's body. Defended off the back foot"
"full outside off, no spin and that's swept confidently to sweeper-fielder on the leg side"
"full just outside off, defended off the front foot"
"full on leg stump, goes down the leg side. Sharp spin"
"full outside off, no footwork, but punched to point"
"full just outside off, defended back to Herath"
"full on middle stump, Hasan does well to keep his eyes on the ball while defending"
"tossed up full on middle and Hasan can't resist the flight. Frees his arms, and slogs that past mid on's right for another boundary. Not timed well enough, but found the gap"
<b>Glorious!</b> Full outside off and Hasan gets down on one knee to slog that over Herath's head. Keeps his eyes on the ball as he swings the bat through the ball's line. Dispatched
"full just outside off, defended"
"full on off stump, defended with the bat's open face"
"short outside off, anticipates the turn and cuts the ball past point's left. Exquisite shot, played late"
"very full outside off, Sohail tries the extravagant drive but it takes the under edge and goes along the ground to first slip"
"full just outside off, defended"
"back of a length on off stump, straightens on middle and Haris tucks that to mid on off the back foot. <b>Moves to 49</b>"
"tossed up full on off stump, opens the bat's face and bunts it towards point"
"wayward, full outside leg stump and Hasan sweeps that fine. Short fine leg needs to give it a chase, but Perera does well to keep it for less than four"
"full on middle stump, presents the straight face of the bat"
"good length on leg stump, turns away from him as he tucks that to short fine leg. <b>And that's fifty for the debutant!</b>"
"full on middle and <b>Hasan is enjoying himself!</b> Gets down on one knee and dispatches that over cow corner for a six. Finds the elevation in that shot, and it was six as soon as it left his bat. A nifty innings here"
"pulls the length back this time, it's just outside off and despite his charge, Hasan can only defend"
"<b>Herath, who?!</b> That's what Hasan must be thinking, as he sends that over long on for six more. It's wide outside off but Hasan gets his front foot slightly square and smashes that. Full swing of the bat. <b>Sarfraz smiles from the pavillion.</b>"
"<b>And Herath tells Hasan exactly who he is!</b> Five-for for Herath. Back of a length just outside off, straightens down the line and Hasan was trying to defend with the spin. Goes just past his bat's outside edge, and the keeper dislodges the bails as Hasan's back foot is outside"
"back of a length outside off stump, defended off the back foot"
"good length on off stump, works that off his pads to the sweeper on the leg side but refuses the single"
"full outside off, driven square to deep point. No fielder inside the circle on the off side except mid off"
"good length outside off, defended off the back foot"
"back of a length just outside off, punched down the ground and allows Haris to take the single. Abbas will have to survive just one ball of this over."
"back of a length just outside off, defended off the back foot. Abbas survives this one, but it's a no ball. He will need to see off another delivery"
"yorker on middle stump, tails into the toes, but it's dug out very well"
"back of a length on leg stump, tucked towards the square leg umpire but Haris is disinterested in the run"
"quicker one on leg stump, defended off the back foot"
